endereco;descricao;area_m2;quartos;banheiros;vagas_garagem;valor_imovel;valor_condominio;valor_iptu;link;bairro;cidade
Não informado;ATENÇÃO! TERRENO COM ÓTIMA TOPOGRAFIA!!!  - Terreno a partir de 600 metros quadrados - Localizado no bairro Quatro Cantos/ Nazaré Paulista - Próximo ao posto de combustível - Próximo a Guarulhos, Mairiporã, Igaratá, Atibaia - Mercado perto - Poço artesiano - Portaria 24 horas - Aceito carro, moto, Jet Ski como parte de pagamento ou de entrada!!! - Documentação Ok!!!  AGENDE JÁ O SEU HORÁRIO !!!;600;0;0;0;39900;1;1;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-playground-centro-nazare-paulista-sp-600m2-id-2641853269/;Nazaré Paulista;Nazaré Paulista
Avenida Santo Amaro;- Distribuição: HALL LIVING, HD 1 ST, TERRACO, COZINHA,0 AS...;24;1;1;1;625000;0;1;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-churrasqueira-vila-nova-conceicao-zona-sul-sao-paulo-sp-24m2-id-2644880333/;Vila Nova Conceição; São Paulo
Rua Antônio Severiano de Andrade e Silva;Ligue agora e marque uma visita agendada com nossos corretores. WhatsApp: 13-99165 81 09 - SILVIO DOS ANJOS Fixo 13. 3021.2121 CRECI 96491 AV. CASTELO BRANCO,3350 VILA GUILHERMINA WWW. PASCHOALIMOVEISLITORAL. COM.BR OPORTUNIDADE UNICA ... 100 mts da praia - FINO ACABAMENTO. R$ 560.000,00 *** Excelente oportunidade. Condicoes de Pagamento: A vista ou parcelamento direto. ENTRADA R$ 100.000,00 100 X DE R$ 3.700.00 Apartamento 02 dormitorios, sendo 02 suite + lababo, 01 VAGA de garagem, sacada gourmet grande, localizado em otimo bairro residencial na cidade de Praia Grande , proximo a comercios. Bairro Aviacao. Area de lazer para sua familia desfrutar: Piscina,salao de jogos e salao de festas,academia, espaco gourmet, armarios de praia,hall social. PASCHOAL IMOVEIS Especializado em Imoveis no litoral da baixada santista. Lancamentos em construcao, apartamentos, casas, kits, e coberturas, com certeza temos o imovel novo ou usado que voce deseja...   APARTAMENTO 02 DORMITORIOS,BAIRRO AVIACAO EM PRAIA GRANDE.  APARTAMENTO COM 75.64 m² - CAMPO DA AVIACAO PRAIA GRANDE  Composição: 2 Dormitórios Sendo 2 Suítes 3 Banheiros com 1 vaga de Garagem  Caracteristicas do Edifício : Elevador Social,Elevador de Serviço,Acessibilidade,Portão Automático,Portaria 24h,Interfone,Circuito Fechado TV,Gás Encanado,Armários no Térreo,Piscina,Salão de Jogos,Salão de Festas,Espaço Gourmet,Academia,Churrasqueira,Bicicletário,Playground Caracteristicas do Apartamento : Cozinha Americana,Churrasqueira na Sacada,Box Blindex,Andar Alto,Vista para o Mar,Varanda Gourmet Acabamentos do Apartamento : Piso Frio,Porcelanato,Contra Piso,Pintura Latex,Portão de Alumínio,Janelas de Alumínio Entrada de R$ 100.000,00 100 Parcelas Mensais de R$ 3.700,00;76;2;3;1;555000;550;324;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-campo-da-aviacao-praia-grande-sp-76m2-id-2645269758/;Aviação; Praia Grande
Rua Jesuíno Arruda;- Distribuição: 1 DT, TERRACO, MEZANINO, B. SOCIAL, COZINHA...;32;1;1;1;895916;0;1;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-salao-de-festas-itaim-bibi-zona-sul-sao-paulo-sp-32m2-id-2644444468/;Itaim Bibi; São Paulo
Avenida Heitor Beltrão;Hall, salão em 2 ambientes, 2 quartos sendo 1 com armários embutidos, banheiro suíte e social com box blindex e armários, copa-cozinha planejada, área de serviço, dependência completa, 2 vagas na escritura. Próximo ao metrô Afonso Pena.;130;3;3;2;699000;1600;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-tijuca-zona-norte-rio-de-janeiro-rj-130m2-id-2645743232/;Tijuca; Rio de Janeiro
Não informado;Oportunidade incrível para você realizar seu sonho de morar em um local incrível, com mais segurança e principalmente qualidade de vida para a sua família, disponível nesse terreno no condomínio Alphaville 3 em Votorantim/SP.  Este é um terreno plano com 530m² e 17,34 m² de frente com muita área livre para construir tudo o que a sua criatividade e desejo mandarem, localizado na esquina proporcionando maior ventilação e iluminação natural.  O condomínio oferece lazer completo com campo de futebol, sala de Ginástica, piscina adulto e infantil garantindo a segurança das crianças, playground, quadra de squash, quadra de tênis, quadra poliesportiva, salão de festas, salão de Jogos e sauna.  Localização privilegiada com fácil acesso à avenida General Carneiro e Armando Pannunzio, à 10 minutos do Shopping Iguatemi, próximo a supermercados, postos de gasolina e escolas de alto padrão.  Dê essa oportunidade parar felicidade e entre em contato agora!  Luiz Galvão - Creci 209.337F Celular/ WhatsApp:   Características do imóvel Água Encanada Energia Elétrica Rede de Esgoto Rua Asfaltada  Mais informações em www.relie.com.br;530;0;0;0;599000;800;579;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-alphaville-nova-esplanada-votorantim-sp-530m2-id-2643946540/;Alphaville Nova Esplanada 3; Votorantim
Não informado;A casa de condomínio no bairro Swiss Park possui 399 m².  Possui área de fitness, salão de festas, área de brinquedo para as crianças. Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva. Churrasqueira para você aproveitar nos momentos de descontração. Encontra-se em um condomínio protegido por muros.;399;0;0;0;630000;500;535;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-churrasqueira-swiss-park-campinas-sp-399m2-id-2644057753/;Swiss Park; Campinas
Rua Vergueiro Steidel;Se espaço e localização privilegiada são sinônimos de conforto pra você e sua família, esse pode ser o imóvel que você deseja!  Amplo, de frente com vista livre e super arejado, esse imóvel possui 114 metros quadrados privativos muito bem distribuídos em 3 dormitórios, sendo 1 suíte com closet, sala espaçosa, banheiro social, cozinha planejada, área de serviço e dependência completa de empregada  Tradicional empreendimento no Embaré com vaga demarcada, torre única, 2 unidades por andar, churrasqueira e salão de festas  Localização privilegiada a duas quadras da praia do Embaré, próximo ao canal 4, à Avenida Epitácio Pessoa e toda a infraestrutura comercial que a região oferece  Para mais informações e agendar uma visita, entre em contato com um de nossos corretores.;114;3;3;1;749000;950;270;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-embare-santos-sp-114m2-id-2642915455/;Embaré; Santos
Rua Gradau;"Sobrado em Condomínio Fechado na Vila Alpina, aceita pet ### 3 Dormitórios , sendo 3 Suítes ### Sala para 2 ambientes ### Cozinha ### Terraço Gourmet ### Lavabo ### 2 Vagas de Garagem Infraestrutura com Gás Encanado, Interfone, Câmera de Segurança 24h e Portão Eletrônico. Muito bem localizado: Metrô Tamanduateí; Metrô Terminal Vila Prudente; Shopping Central Plaza; Parque Ecológico Vila Prudente. OBS. O PROPRIETÁRIO ESTUDA PARTE EM PERMUTA, SENDO QUE O VALOR É ALTERADO -";165;3;4;2;584000;100;250;https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-vila-alpina-zona-leste-sao-paulo-sp-165m2-id-2625280084/;Vila Bela; São Paulo
Rua Flávio Cavalcanti;MAGNIFICA CASA NO CONDOMÍNIO JARDINS DE BARRA BONITA, COM 332M² (IPTU) DE ÁREA CONSTRUÍDA E 4 VAGAS DE GARAGEM. RECANTO ESPECIAL DO RECREIO DOS BANDEIRANTES. Para quem quer morar bem junto da natureza com total segurança. A residência é composta por: área externa: maravilhoso jardim feito por paisagista com espaços de convivência, gazebo, arvores frutíferas, churrasqueira e forno a lenha.  1º piso: varanda com sala de estar e espaço gourmet. Uma confortável suíte com closet. Banheiro social e lavanderia.  2º piso: aconchegante sala íntima, linda cozinha americana planejada, 2 aprazíveis quartos (1 suíte com closet), 3° quarto sendo usado como escritório, banheiro social (todos os banheiros com armários e box blindex) e varanda por toda a extensão do pavimento e fechada com cortina de vidro.  3º piso: vasto terraço com previsão para sala, suíte... Muito potencial! Segundo e terceiro piso com esplêndida vista verde para o morro do Rongel e praça, casa estilo contemporânea, fachada moderna, muito conforto com ambientes amplos e agradáveis, planta com muito potencial, cisterna para 30.000 litros.  O bairro planejado jardins de barra bonita conta ainda com grande praça, segurança 24 horas com guaritas. Junto a praia da macumba. Próximo ao recreio shopping, todo comércio de bairro e serviços e fácil acesso as vias expressas da região. Imóvel especial. Diferenciado. 1ce51;332;4;5;4;1950000;0;10238;https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-churrasqueira-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-332m2-id-2634988035/;Recreio dos Bandeirantes; Rio de Janeiro
Não informado;▪️ Sala 02 ambientes com Terraço Gourmet  ▪️ 04 Dormitórios (sendo 02 Suítes)  ▪️ W.C Social  ▪️ Boa Cozinha Americana  ▪️ Área de Serviço   → Prédio com Piscina, Área de Gourmet, Sauna.  Mais informações em www.solemarimoveisguaruja.com;135;4;3;2;900000;1937;893;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-enseada-guaruja-sp-135m2-id-2645572347/;Enseada; Guarujá
Não informado;▪️ Sala p/ 02 ambientes c/ varanda gourmet vista ao mar  ▪️ 02 Dormitórios (s/ 01 suíte) ▪️ Banheiro social ▪️ Cozinha ▪️ Área de serviço  → Prédio c/ portaria 24h, piscina, churrasqueira, salão de jogos/festas, sauna e quadra.  Mais informações em www.solemarimoveisguaruja.com;70;2;2;2;550000;900;390;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-enseada-guaruja-sp-70m2-id-2645571022/;Enseada; Guarujá
Não informado;▪️ Ampla Sala 02 ambientes com Terraço ▪️ 02 Dormitórios com Acesso ao Terraço  ▪️ 03° Dormitório Reversível  ▪️ W.C Social  ▪️ Ampla Cozinha  ▪️ Área de Serviço  ▪️ W.C Serviço   → Portaria 24 Horas, Piscina, Salão de Festas com Espaço Gourmet e Churrasqueira.  Mais informações em www.solemarimoveisguaruja.com;110;3;2;1;480000;950;530;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-enseada-guaruja-sp-110m2-id-2645568640/;Enseada; Guarujá
Não informado;▪️ Sala 02 ambientes C/ Varanda gourmet e vista P/ mar  ▪️ 03 suítes ▪️ Cozinha ▪️ Lavabo ▪️ Área de serviço ▪️ WC Serviço   → Prédio C/ Portaria 24h, piscina, sauna e churrasqueira.  Mais informações em www.solemarimoveisguaruja.com;110;3;6;2;800000;1350;800;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-enseada-guaruja-sp-110m2-id-2645574590/;Enseada; Guarujá
Não informado;▪️ Sala 02 ambientes C/ Sacada ▪️ Cozinha americana  ▪️ 02 dormitórios (S/ 01 Suíte) ▪️ 3° Dormitório reversível  ▪️ Banheiro social e de serviço  ▪️Área de serviço  → Prédio c/ piscina.  Mais informações em www.solemarimoveisguaruja.com;90;3;3;1;480000;980;520;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-enseada-guaruja-sp-90m2-id-2645571449/;Enseada; Guarujá
Não informado;▪️ Sala 02 ambientes c/ sacada ▪️ 02 Dormitórios (s/ 01 suíte) + 01 reversível  ▪️ WC social ▪️ WC serviço  ▪️ Cozinha americana  ▪️ Área de serviço  → Prédio c/ salão de jogos e box - garagem.   Mais informações em www.solemarimoveisguaruja.com;80;3;3;1;330000;897;423;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-enseada-guaruja-sp-80m2-id-2645571448/;Enseada; Guarujá
Não informado;▪️ Sala 02 ambientes c/ sacada ▪️ 02 Dormitórios (s/ 01 suíte)  ▪️ WC Social ▪️ Cozinha americana ▪️ Área de serviço  → Prédio c/ piscina, portaria 24h, camareira e serviços de praia.  Mais informações em www.solemarimoveisguaruja.com;66;2;2;2;590000;1700;518;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pitangueiras-guaruja-sp-66m2-id-2645569925/;Enseada; Guarujá
Não informado;"Ampla sala 02 ambientes c/ sacada  Cozinha americana ampla  03 Dormitórios sendo 01 míni suíte  WC social  Área de serviço   →&nbsp;Prédio c/ sala de jogos e playground.  Mais informações em www.solemarimoveisguaruja.com";100;3;2;1;430000;1030;505;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-enseada-guaruja-sp-100m2-id-2645568644/;Enseada; Guarujá
Não informado;"▪️ Ampla sala 02 ambientes c/ sacada; ▪️ 03 Dormitórios (sendo 01 suíte) + suíte de empregada; ▪️ WC social; ▪️ Boa cozinha; ▪️ Área de serviço;  → Prédio c/ piscina e portaria 24h.  Mais informações em www.solemarimoveisguaruja.com";125;3;3;1;420000;1750;700;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-enseada-guaruja-sp-125m2-id-2645571331/;Enseada; Guarujá
Não informado;"Ampla sala 02 ambientes;  02 Dormitórios sendo 01 suíte, ambos c/ sacada;  W.C social;  Dependência suíte;  Área de serviço;  Cozinha planejada americana;   → Prédio c/ sala de jogos, churrasqueira, piscina e bicicletário. .  Mais informações em www.solemarimoveisguaruja.com";78;3;3;1;390000;813;384;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-enseada-guaruja-sp-78m2-id-2645574249/;Enseada; Guarujá
Não informado;Esse lindo apartamento tem tudo que você precisa para ter uma vida confortável e feliz! Com uma varanda integrada e um living que acomoda 2 ambientes, você terá uma iluminação natural maravilhosa. A cozinha integrada ao living proporciona mais praticidade e dinamismo. O dormitório é o seu recanto mais precioso. O Condomínio Saint Charles Residence Service fica muito próximo ao Parque Ibirapuera, o que é um privilégio, pois está próximo de espaços seguros em meio à natureza. A localização é ótima, em 5 minutos a pé você chega ao supermercado Pão de Açúcar. O bairro Vila Nova Conceição dispõe de todas as comodidades para você manter uma boa rotina. Faz vizinhança com Vila Olímpia e Itaim Bibi, que são dois bairros importantíssimos da capital paulista. Além de você viver com qualidade de vida, você encontra prédios luxuosos e ruas arborizadas, com restaurantes incríveis e bares intimistas. Esse é um apartamento que está pronto para mudar! A unidade tem a documentação em dia e preparada para você comprar com toda a segurança e sem risco. Conte com a visita acompanhada de consultores e corretores para te ajudar a encontrar o apê dos seus sonhos! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.;42;1;1;1;720000;1600;156;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-vila-nova-conceicao-zona-sul-sao-paulo-sp-42m2-id-2644853355/;Vila Nova Conceição; São Paulo
Não informado;O apartamento conta com os acabamentos top de linha do mercado, sendo piso de madeira maciça Indusparquet, metais Hansgrohe, iluminação 100% led, pisos molhados Decortiles, cooktop Electrolux, entre outros. Além disso, toda a infraestrutura para automação completa, ar-condicionado, elétrica, hidráulica, internet e sistema de aquecimento de água é trocado. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.;210;2;3;2;2740000;3316;1061;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-higienopolis-centro-sao-paulo-sp-210m2-id-2644853261/;Higienópolis; São Paulo
