;Localização;Endereço;Descrição;Tamanho;Quartos;Banheiros;Vagas Garagem;Valores;Links
28;Vila Andrade, São Paulo;Rua José Gonçalves;"O apartamento está localizado no bairro Vila Andrade com 51 metros quadrados com 1 quarto sendo 1 suite e 1 banheiro
Possui área de fitness, espaço gourmet, área de brinquedo para as crianças, salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia.
Encontra-se na privacidade de um condomínio fechado.";51 m²;1;1;1;R$ 530.000 Cond.  R$ 315 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-vila-andrade-zona-sul-sao-paulo-sp-51m2-id-2644977955/
29;Sancho, Recife;Avenida Liberdade;"O apartamento está localizado no bairro Sancho com 49 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro
Possui área de fitness, espaço gourmet, área verde de jardim, área de brinquedo para as crianças, espaço para festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.
Além disso segurança ininterrupta.Espaço reservado para preparar o seu churrasco.
Elevador para mais praticidade no dia-a-dia.
Fica em um condomínio fechado.";49 m²;2;1;1;R$ 314.600 Cond.  R$ 1 | IPTU R$ 1;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-sao-paulo-recife-pe-49m2-id-2645624908/
30;Centro, Nova Friburgo;;"Klein Sander Imóveis Vende Cobertura Magnífica com 4 dormitórios amplos sendo uma suíte super confortável com varanda.

Essa linda cobertura compõe no 1º pavimento de sala ampla em dois ambientes com varanda de 11,77m², banheiro social, 1 quarto que hoje é usado como sala de TV, cozinha ampla com móveis planejados, área de serviço com movel planejado, banheiro de empregada e mais um depósito também com armário planejado.
No 2º Pavimento compõe de banheiro social, 2 quartos amplos com móveis planejados, mais um dormitório suíte super confortável com móveis planejados e varanda.
Duas vagas de garagem cobertas.
Dois Elevadores
Salão de Jogos
Salão de festas
Portaria 24Hs

Localização Privilegiada.
Documentação OK
Aceita Financiamento

Para mais informações, faça contato conosco. -";162 m²;4;4;2;R$ 2.200.000 Cond.  R$ 1.323 | IPTU R$ 250;https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-ar-condicionado-centro-nova-friburgo-rj-162m2-id-2638853165/
31;Centro, Ribeirão Preto;Rua Sete de Setembro;"O apartamento no bairro Centro possui 252 metros quadrados com 4 quartos sendo 2 suites e 5 banheiros, escritório planejado com ar condicionado, w.c com box blindex, chuveiro, gabinete e espelho, 4 dormitórios com ar condicionado, armário, sendo 2 suítes e 1 delas com closet e banheira, área de serviço com máquina e armário, despensa, dormitório e w.c de empregada. Em perfeito estado de conservação, pintura nova, piso madeira na sala e dormitórios
Possui espaço gourmet, espaço jardinado, piscina adulto infantil, depósito Reservado.
Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes. Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia. 
Encontra-se na privacidade de um condomínio fechado, próximo de toda a estrutura de que uma cidade como Ribeirão Preto pode oferecer-lhe.";252 m²;4;5;3;R$ 900.000 Cond.  R$ 1.800 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-centro-ribeirao-preto-sp-252m2-id-2564034435/
32;Meireles, Fortaleza;Avenida Antônio Justa;"Acqualina- Repasse andar alto

Venha conhecer esse lindo apartamento no Meireles, a uma quadra da Beira Mar. 153 metros quadrados, com lazer completo, perto das melhores farmácias e supermercados. -";153 m²;4;5;3;R$ 2.700.000 Cond.  R$ 2.000 | IPTU R$ 6.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-meireles-fortaleza-ce-153m2-id-2630278575/
33;Vila Prudente, São Paulo;Rua Ibitirama;"O apartamento no bairro Vila Prudente tem 65 metros quadrados com 3 quartos e 2 banheiros
Possui espaço para festas, área de fitness, área de brinquedo para as crianças.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Elevador para mais praticidade no dia-a-dia.
Churrasqueira para você aproveitar nos momentos de descontração.";65 m²;3;2;1;R$ 480.000 Cond.  R$ 597 | IPTU R$ 246;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-prudente-zona-leste-sao-paulo-sp-65m2-id-2645557593/
34;Barra dos Coqueiros;;"Lote no Terras alphaville 1

- Condominio com área de lazer completíssima 
- na barra dos coqueiros
- próximo ao novo shopping da Barra 
-300m

oportunidade única 

Para mais informações 
Tel e watssap 
- ALESSANDRO HENRIQUE 
-

190";0 m²;0;0;0;R$ 190.000;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-barra-dos-coqueiros-se-id-2606428874/
35;São Pedro, Osasco;;. -;44 m²;2;1;1;R$ 220.000 Cond.  R$ 290 | IPTU R$ 120;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-sao-pedro-osasco-sp-44m2-id-2616278901/
36;Cachoeira, Cotia;Estrada Municipal da Cachoeira;"Pré Lançamento em Caucaia do Alto -Cotia SP

22 KM até Raposo Tavares KM 39 
7 minutos do centro de Caucaia do alto
Bairro Campininha 

Escritura da área total e contrato de compra e venda direto com incorporadora 

Infraestrutura que será implantado no condomínio 
Portão eletrônico 
Guias e sarjetas 
Ruas com cascalho 
Poste de Iluminação na ruas 
Água via poço artesiano 
Playground
Cercado de Alambrado por volta do empreendimento 

Lotes 500 Metros 

Valor 45 mil à vista ou 15 mil de entrada e Saldo parcelado até 48x aceitamos carro e moto como entrada";500 m²;0;0;0;R$ 45.000;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-cachoeira-cotia-sp-500m2-id-2645597090/
37;Centro, Cotia;Avenida Professor Joaquim Barreto;Este terreno está situado em uma região privilegiada, a apenas 11 minutos do centro de Caucaia do Alto e a 20 minutos do centro de Cotia. Sua localização estratégica proporciona fácil acesso a diversas comodidades e serviços da região.;500 m²;0;0;0;R$ 45.000;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-churrasqueira-centro-cotia-sp-500m2-id-2645606311/
38;Areias, São José;Rua Fagundes Varela;"Apartamento em Condomínio Club no Residencial Quatro Ilhas em São José

Andar alto, Sol da manhã e tarde
03 Dormitórios, sendo 01 suíte (ventilação natural)
01 Banheiro social 
Sala ampla e cozinha integradas 
Área de serviço com saída para sacada
Sacada com churrasqueira a carvão (fechada em reiki)
Piso porcelanato em todos ambientes
Espera para Split nos dormitórios e sala
01 Vaga de garagem livre e coberta

Obs: ficam todos os móveis planejados e 03 aparelhos de ar condicionado.

Condomínio completo: Espaço Happy Hour e Espaço Gourmet, Espaço Fitness, SPA e Sauna, Piscina adulto e infantil e Solarium, Salão de Festas adulto e infantil Sala de Jogos e Bicicletário, Playground e Brinquedoteca, Zeladoria, Câmera de vigilância e Portaria 24h.

Excelente localização, próximo a padarias, supermercados, bancos, restaurantes, escolas, postos de gasolina, ponto de ônibus e demais comércios da região.

Agende sua visita e aproveite!";72 m²;3;2;1;R$ 490.002 Cond.  R$ 398 | IPTU R$ 650;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-areias-sao-jose-sc-72m2-id-2645746580/
39;Enseada, Guarujá;Avenida Dom Pedro I;"Apartamento com varanda e lazer no prédio à venda na praia da Enseada em Guarujá, amplo, arejado e com ótima distribuição. Confira!

CARACTERÍSTICAS:
*3 quartos, sendo 1 dependência;
*1 Sala em 2 ambientes;
*Varanda na sala;
*1 banheiro social;
*1 banheiro de serviço;
*Cozinha;
*Área de serviços com lavanderia;
*1 vaga de garagem;

DETALHES:
*Condicionadores de ares em 2 dos quartos;
*Ventiladores de teto na sala e quartos.

CONDOMÍNIO:
Prédio com ótimo padrão de construção e estado de conservação, ótima localização próximo ao comércio da região. Oferece piscina aberta aquecida, playground, salão de jogos. Dispõe ainda de portões automatizados, serviço de praia, serviços de zeladoria, aceita pet.

PRAIA DA ENSEADA
A Praia da Enseada, em Guarujá, é simplesmente deslumbrante. Com a extensão mais longa do município, sua urbanização foi planejada de forma única, com a orla livre de construções, exceto em suas extremidades. Com sua faixa de areia branca e fofa e mar calmo de águas cristalinas, é o destino ideal para quem busca diversão e relaxamento. A praia ainda possui excelente infraestrutura de lazer, com bares, quiosques e restaurantes, além de diversas mansões de veraneio e condomínios fechados. Não perca a chance de conhecer e aproveitar tudo o que a Praia da Enseada tem a oferecer!

Omega Imóveis Guarujá
CRECI 37853-J -";78 m²;3;2;1;R$ 370.000 Cond.  R$ 717 | IPTU R$ 357;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-enseada-guaruja-sp-78m2-id-2645567160/
40;Eldorado, Serra;Rua Rio Apa;"🏡 VENDE SE IMOVEL NA REGIÃO DA SERRA 🏡

✅02 QUARTOS
✅01 BANHEIRO
✅SALA DE JANTAR/ESTAR 
✅GARAGEM 

Deixe seu contato ou entre em contato com a consultora financeira autorizada.";102 m²;2;1;1;R$ 175.000;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-eldorado-serra-es-102m2-id-2645172465/
41;Ocian, Praia Grande;Rua Guimarães Rosa;"Apartamento 2 dormitorios, sendo 1 suite, sala 2 ambientes com sacada vista mar, wc social, cozinha, area de servico, 1 vaga de garagem demarcada. Armarios planejados nos quartos e cozinha. Mobiliado. Lazer Saalao de jogos e festas, piscina adulto e infantil, espplayground, quadra poliesportiva, brinquedoteca. Aceita- se financiamento bancario. PASCHOAL IMOVEIS LITORAL Contato Walkiria (13) 9. / (11) 9. 
 Apartamento 2 dormts, 1 suite* com vista mar permanente* 100 metros do mar * lazer completo* Garagem demarcada * Ocian * Praia Grande 
APARTAMENTO COM 55 m² - em VILA ASSUNCAO em PRAIA GRANDE 
Composição:
2 Dormitórios Sendo 1 Suíte 1 Banheiro com 1 vaga de Garagem 
Caracteristicas do Edifício :
Elevador Social,Elevador de Serviço,Acessibilidade,Garagem Privativa,Portão Automático,Portaria 24h,Interfone,Circuito Fechado TV,Água Individual,Gás Encanado,Piscina,Piscina Infantil,Piscina com Raia,Salão de Jogos,Salão de Festas,Quadra,Espaço Kids,Espaço Gourmet,Churrasqueira,Bicicletário,Playground
Caracteristicas do Apartamento :
Box Blindex,Cozinha Planejada,Dormitório Planejado,Sala de TV,Andar Alto,Vista para o Mar
Acabamentos do Apartamento :
Azulejo até o Teto";55 m²;2;1;1;R$ 335.000 Cond.  R$ 498 | IPTU R$ 265;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-assuncao-praia-grande-sp-55m2-id-2645267186/
42;Pindaí, Paço do Lumiar;;"CONTATO WHATSAPP (9.8.)9.8.8.7.1.3.4.4.7.
LEANDRO MIARNDA

Casas de condomínio fechado fantástica da construtora Lua nova. Quando falamos de LN já sabendo que vai ser entregue com muita excelente e principalmente as condições.

Casa padrão: 48,9m2
Área de terreno: 128m2
✅ 2 quartos
✅ 1 banheiro social
✅ Cozinha
✅ Área de serviço
✅ Possibilidade de ampliação
✅ Quintal privativo
✅ Espaço de até 2 vagas de garagem

🚨Condições Lua Nova🚨

✅ Sinal de entrada apenas 500 reais
✅ Parcelamento em até 60x
✅ ITBI E CARTÓRIO GRÁTIS
✅ Participa do Minha Casa Minha Vida
✅ DESCONTO de até 55 MIL
✅ Menor taxa de juros
✅ Utilize seu FGTS
E muito mais

❇️ Localização próximo a Prefeitura de paço do Lumiar

Renda a cima de 1.400 🤩

Fale comigo agora
LEANDRO MIRANDA
WhatsApp (9.8.)9.8.8.7.1.3.4.4.7.
instagran: @leandromiranda.imoveis";48 m²;2;1;2;R$ 180.009 Cond.  R$ 1 | IPTU R$ 1;https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-pindai-paco-do-lumiar-ma-48m2-id-2645548898/
43;João Paulo, São Luís;Estrada da Vitória;"CONTATO WHATSAPP
(9.8.)9.8.8.7.1.3.4.4.7.
LEANDRO MIRANDA

Pensou em morar com conforto, segurança e exclusividade próximo ao Felipinho pronto para morar? Estou com essa excelente oportunidade, condomínio Eco Jordão.

✅ 2 quartos
✅ Suíte master
✅ 1 banheiro social
✅ Cozinha americana
✅ Área de serviço
✅ Varanda Gourmet
✅ Planta de 56m2

🔥CONDIÇÕES INACREDITÁVEL🔥

ITBI E CARTÓRIO GRÁTIS
PARCELAMENTO EM ATÉ 24X
RENDA A PARTIR DE 7 MIL ( PODE JUNTAR RENDA COM QUALQUER PESSOA )
VALOR DE TABELA 274 MIL
UNIDADE PROMOCIONAIS A PARTIR DE 254 MIL

FALE COMIGO AGORA
(9.8.)9.8.8.7.1.3.4.4.7.
LEANDRO MIRANDA";56 m²;2;2;1;R$ 254.004 Cond.  R$ 1 | IPTU R$ 1;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-joao-paulo-sao-luis-ma-56m2-id-2644804920/
44;Centro, Cotia;Avenida Antônio Mathias de Camargo;Este terreno está situado em uma região privilegiada, a apenas 11 minutos do centro de Caucaia do Alto e a 20 minutos do centro de Cotia. Sua localização estratégica proporciona fácil acesso a diversas comodidades e serviços da região.;500 m²;0;0;0;R$ 45.000;https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-churrasqueira-centro-cotia-sp-500m2-id-2645609759/
45;Recreio dos Bandeirantes, Rio de Janeiro;Rua Francisco Mário;"Excelente apartamento, em condomínio com total infraestrutura e segurança 24h.
Localizado na Barra Bonita, em rua sem saída, próximo ao Recreio Shopping e BRT.
Vasto comércio no entorno, próximo a praia Prainha, imóvel de frente, em andar alto, voltado para o sol da manhã. 
Enorme varanda, sala em 3 ambientes, piso madeira de Ipê, quatro amplos quartos, com armários soltos, sendo 1 suíte, banheiro social, ampla copa cozinha e banheiro de serviço. 
Piscina, sauna, playground, salão de festas, churrasqueira, sala teens, quadra poliesportiva e academia.
Duas vagas de garagem cobertas e vaga para visitantes. Oportunidade!!! 02a8c";141 m²;4;3;2;R$ 1.100.000 Cond.  R$ 1.618 | IPTU R$ 3.516;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-armario-de-cozinha-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-141m2-id-2560414268/
46;Copacabana, Rio de Janeiro;Rua Santa Clara;"Privilégio Imóveis Vende: Lindo Apartamento Claro e Arejado, Totalmente Reformado, Apenas 2 por andar em localização Excelente próx de todo o comércio. Composto de: Sala ampla em dois ambientes, 3 quartos convertidos para 2 quartos amplos com armários , terceiro quarto foi revertido para aumentar a sala , banheiro social grande , Cozinha com armário planejado, área de serviço e dependência completa. Porteira Fechada!!!! Vaga de Garagem na escritura. Portaria Imponente. 
Agende já uma visita!";110 m²;3;2;1;R$ 1.490.000 Cond.  R$ 900 | IPTU R$ 3.800;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-110m2-id-2637856083/
47;Alfredo Wagner;;"Alfredo Wagner -Serra Catarinense

Terreno rural com 74.000,00 m² ( 7, 40 hec ) , sendo 30.000,00 m² de área limpa , açude , nascente , 850 m de altitude , 13 km da cidade por estrada de chão , energia elétrica a 280 m , uma linda vista panorâmica das serras .
""VENDO 20.000 m² por R$ 200 mil """;74000 m²;0;0;0;R$ 590.000;https://www.zapimoveis.com.br/imovel/venda-fazenda-sitio-chacara-pedra-branca-alfredo-wagner-sc-74000m2-id-2557186845/
48;Vila Nova Conceição, São Paulo;Rua João Cachoeira;ITAIM BIBI : Apartamento todo reformado no itaim bibi , com 2 dormitórios sendo um deles suite,ar condicionado, sala de 2 ambientes, cozinha boa, lavanderia e dep de empregada, e assim vai vender rapido, preço bom e reformado, localização boa...é na hora, venha conhecer e fechar antes que seja tarde, e foi tudo reformado viu, eletrica hidraulica, todos os acabamentos, foram trocados, as esquadriás são novas, o piso totalmente de madeira todo novo, foi integralmente recuperado, a cozinha ganhou novos armarios, e todas partes sanitárias foram trocadas, então venha conhecer e fazer sua proposta,mas antes consulte valor e condiçoes,, se vc ja conhece o itaim , sabe do que estou falando, nesse bairro temos de tudo, em questão de comércio, bares restaurantes de todos agrados, em uma caminhada é possivel encontrar tudo que vc quer, doces salgados, roupas, carros, padarias farmacias, fora q o bairro ainda tem grandes empresas para oferta de empregos , local de facil acesso a tudo, transporte publico vias e acesso, perto de clubes, ibirapuera, pq do povo, cinelandia, museus, escolas boas e tudo mais ..vamos conhecer ?;89 m²;2;2;1;R$ 1.250.000 Cond.  R$ 1.284 | IPTU R$ 170;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-playground-vila-nova-conceicao-zona-sul-sao-paulo-sp-89m2-id-2644025921/
49;Indianópolis, São Paulo;Avenida Aratãs;"O apartamento no bairro Indianópolis com 65 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros
Possui salão de festas.
Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.";65 m²;2;2;1;R$ 830.000 Cond.  R$ 1.480 | IPTU R$ 194;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-salao-de-festas-moema-zona-sul-sao-paulo-sp-65m2-id-2645552743/
50;Vila Gumercindo, São Paulo;Rua Assungui;"O apartamento no bairro Vila Gumercindo possui 62 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros, 1 vaga garagem.
Possui área de fitness, área verde de jardim, parquinho infantil, salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina.
o imóvel esta vago, próximo do metro Alto do ipiranga. Agenda sua visita!!!";62 m²;2;2;1;R$ 585.000 Cond.  R$ 550 | IPTU R$ 150;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-gumercindo-zona-sul-sao-paulo-sp-62m2-id-2579529393/
51;Cerqueira César, São Paulo;Rua Melo Alves;"O apartamento no bairro Cerqueira César com 61 metros quadrados com 1 quarto e 1 banheiro
Possui área de fitness, espaço gourmet, espaço jardinado, área de brinquedo para as crianças, espaço para festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes. Espaço reservado para preparar o seu churrasco.
Elevador para mais praticidade no dia-a-dia.
Já tem os móveis incluídos.
Estamos à disposição para melhor atendê-lo, ligue sem compromisso e agende uma visita.
Creci 030752-j";61 m²;1;1;2;R$ 2.130.000 Cond.  R$ 1.500 | IPTU R$ 260;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-cerqueira-cesar-centro-sao-paulo-sp-61m2-id-2645010805/
